Airport_ID,Name,City,Country,IATA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,TZ,Type,Source
AUH,MCT,380.652
AUH,MEL,11651.7
AUH,MLE,3024.7
AUH,MXP,4713.71
AUH,NBO,3443.16
AUH,PEK,5954.87
AUH,SEZ,3237.96
AUH,SIN,5885.75
AUH,SYD,12061.4
AUS,ATL,1305.99
AVL,ATL,264.358
BAH,AUH,452.44
BAY,OTP,398.037
BCN,FCO,846.878
BCN,LIN,741.97
BCN,PMI,201.967
BCN,TFN,2194.5
BDL,ATL,1382.32
BDS,FCO,493.869
BDS,LIN,882.171
BEG,FCO,733.699
BEG,MXP,910.679
BES,CDG,514.763
BEY,FCO,2217.69
BEY,MXP,2620.23
BGO,AMS,888.306
BHM,ATL,215.523
BIA,MRS,360.343
BIA,NCE,221.376
BIO,CDG,761.296
BIO,FCO,1250.37
BKK,AUH,4966.16
BKK,CDG,9448.25
BLL,AMS,477.041
BLL,CDG,871.143
BLQ,AMS,988.464
BLQ,CDG,830.243
BLQ,CTA,847.262
BLQ,FCO,313.736
BLQ,IAS,1295.86
BLQ,LIS,1807.43
BLQ,SVO,2229.57
BLQ,TIA,768.227
BLR,AUH,2723.1
BNA,ATL,344.433
BOD,CDG,527.142
BOD,FCO,1099.41
BOM,AUH,1970.88
BOS,CDG,5534.27
BOS,FCO,6568.68
BRE,AMS,283.33
BRE,CDG,625.254
BRI,FCO,383.807
BRI,LIN,771.544
BRI,TIA,249.238
BRI,TRN,865.199
BRS,AMS,523.993
BRU,FCO,1172.55
BRU,LIN,702.775
BUD,FCO,836.433
BUF,ATL,1147.06
BWI,ATL,927.531
BZO,FCO,523.242
CAE,ATL,307.589
CAG,FCO,390.802
CAG,LIN,688.939
CAI,FCO,2150.78
CAI,MXP,2616.78
CCS,FCO,8334.8
CDG,ABJ,4903.21
CDG,ABZ,963.582
CDG,ARN,1539.16
CDG,ATL,7055.73
CDG,BES,514.763
CDG,BIO,761.296
CDG,BKK,9448.25
CDG,BLL,871.143
CDG,BLQ,830.243
CDG,BOD,527.142
CDG,BOS,5534.27
CDG,BRE,625.254
CDG,CFE,361.736
CDG,CPH,1003.7
CDG,CTA,1631.44
CDG,DKR,4225.96
CDG,DTW,6359.07
CDG,DUB,784.968
CDG,DUS,392.771
CDG,DXB,5238.62
CDG,EDI,868.677
CDG,EVN,3409.62
CDG,FCO,1100.69
CDG,FLR,879.346
CDG,GOA,700.5
CDG,GOT,1156.16
CDG,HAJ,631.294
CDG,HAM,727.847
CDG,HAN,9157.52
CDG,HKG,9590.06
CDG,IAD,6197.55
CDG,IAH,8071.35
CDG,JFK,5833.65
CDG,JNB,8737.52
CDG,LAX,9102.51
CDG,LIM,10276
CDG,LIN,644.078
CDG,LIS,1469.96
CDG,MAN,587.996
CDG,MEX,9198.92
CDG,MIA,7371.47
CDG,MPL,614.162
CDG,MRS,652.819
CDG,NAP,1289.61
CDG,NCL,729.745
CDG,NTE,371.783
CDG,NUE,620.942
CDG,OSL,1348.72
CDG,PMO,1470.93
CDG,PRG,852.371
CDG,PUF,666.574
CDG,PUJ,7078.85
CDG,RNS,332.373
CDG,SCL,11672.8
CDG,SEA,8049.16
CDG,SFO,8962.21
CDG,SGN,10104.9
CDG,STR,489.333
CDG,SVG,1114.97
CDG,SXM,6739
CDG,TLS,605.509
CDG,TRN,573.003
CDG,TXL,850.498
CDG,VCE,835.342
CDG,VGO,1148.55
CDG,VRN,746.729
CDG,YUL,5523.48
CDG,YYZ,6019.85
CFE,CDG,361.736
CGK,AUH,6574.69
CGN,AMS,229.641
CHA,ATL,171.049
CHS,ATL,416.063
CIY,LIN,1039.45
CLE,ATL,893.816
CLJ,OTP,308.745
CLT,ATL,364.567
CLY,MRS,307.803
CLY,NCE,179.717
CMB,AUH,3300.11
CMB,FCO,7629.68
CMH,ATL,720.406
CMN,FCO,1976.23
COK,AUH,2795.14
CPH,AMS,633.385
CPH,CDG,1003.7
CPH,FCO,1536.75
CPH,VCE,1124.67
CPT,AMS,9687.09
CTA,AMS,1834.87
CTA,BLQ,847.262
CTA,CDG,1631.44
CTA,DUS,1670.01
CTA,FCO,539.193
CTA,LGW,1938.23
CTA,LIN,1009.2
CTA,LYS,1236.13
CTA,MXP,1049.07
CTA,NAP,386.026
CTA,PSA,795.737
CTA,STR,1334.17
CTA,SVO,2646.88
CTA,TRN,1058.71
CTA,TXL,1683.93
CTA,VCE,921.842
CTA,VIE,1189.78
CTA,VRN,947.607
CTU,AUH,4871.82
CUN,ATL,1421.66
CVG,ATL,602.18
CWL,AMS,565.673
DAY,ATL,696.961
DCA,ATL,880.093
DEL,AUH,2277.39
DEL,FCO,5933.04
DEL,TPE,4372.02
DEN,ATL,1926.62
DFW,ATL,1174.53
DKR,CDG,4225.96
DTW,ATL,958.198
DTW,CDG,6359.07
DUB,CDG,784.968
DUS,AMS,178.344
DUS,CDG,392.771
DUS,CTA,1670.01
DXB,AMS,5168.64
DXB,CDG,5238.62
EDI,CDG,868.677
EVN,CDG,3409.62
EVN,FCO,2690.18
EWR,ATL,1199.32
EZE,FCO,11154.8
FCO,AGP,1546.85
FCO,ALG,961.7
FCO,AMM,2383.14
FCO,AMS,1296.82
FCO,AOI,221.81
FCO,ATH,1086.28
FCO,ATL,8085.35
FCO,AUH,4340.11
FCO,BCN,846.878
FCO,BDS,493.869
FCO,BEG,733.699
FCO,BEY,2217.69
FCO,BIO,1250.37
FCO,BLQ,313.736
FCO,BOD,1099.41
FCO,BOS,6568.68
FCO,BRI,383.807
FCO,BRU,1172.55
FCO,BUD,836.433
FCO,BZO,523.242
FCO,CAG,390.802
FCO,CAI,2150.78
FCO,CCS,8334.8
FCO,CDG,1100.69
FCO,CMB,7629.68
FCO,CMN,1976.23
FCO,CPH,1536.75
FCO,CTA,539.193
FCO,DEL,5933.04
FCO,EVN,2690.18
FCO,EZE,11154.8
FCO,FLR,238.85
FCO,FRA,958.136
FCO,GIG,9171.03
FCO,GOA,400.763
FCO,GRU,9432.58
FCO,GVA,695.12
FCO,GYD,3144.21
FCO,IAS,1355.63
FCO,ICN,8965.55
FCO,IKA,3424.49
FCO,IST,1373.53
FCO,JED,3362.61
FCO,JFK,6865.7
FCO,KBP,1716.99
FCO,KIX,9740.59
FCO,KWI,3491.35
FCO,LAX,10203.1
FCO,LCY,1420.76
FCO,LED,2351.48
FCO,LHR,1443.89
FCO,LIN,470.138
FCO,LIS,1838.74
FCO,LOS,4014.43
FCO,LUX,987.271
FCO,LYS,721.266
FCO,MAD,1329.63
FCO,MIA,8329.17
FCO,MLA,688.599
FCO,MPL,704.306
FCO,MRS,602.204
FCO,MUC,729.582
FCO,MXP,510.776
FCO,NAP,199.184
FCO,NCE,459.258
FCO,NRT,9906.05
FCO,OPO,1738.37
FCO,ORD,7741.6
FCO,ORN,1308.1
FCO,OTP,1162.49
FCO,PMO,409.481
FCO,PRG,936.012
FCO,PSA,258.053
FCO,PVG,9170.23
FCO,REG,506.456
FCO,RIX,1878.02
FCO,RUH,3671.36
FCO,SKG,909.03
FCO,SKP,776.582
FCO,SOF,924.315
FCO,SUF,467.553
FCO,SVO,2399.03
FCO,SXB,831.476
FCO,TBS,2698.1
FCO,TGD,581.945
FCO,TIA,623.32
FCO,TIP,1019.2
FCO,TLS,910.732
FCO,TLV,2279.03
FCO,TRN,528.969
FCO,TRS,458.593
FCO,TUN,576.847
FCO,VCE,412.08
FCO,VIE,779.704
FCO,VLC,1102.43
FCO,VRN,414.3
FCO,WAW,1327.05
FCO,YYZ,7085.63
FCO,ZRH,694.027
FLL,ATL,936.441
FLR,AMS,1058.33
FLR,CDG,879.346
FLR,FCO,238.85
FLR,GVA,482.874
FRA,FCO,958.136
FRA,HAN,8711.72
FRA,LIN,512.907
FRA,SGN,9655.92
FRU,SVO,2986.62
FSC,MRS,384.066
FSC,NCE,285.133
GDL,ATL,2363.85
GIG,FCO,9171.03
GLA,AMS,717.956
GNV,ATL,483.936
GOA,CDG,700.5
GOA,FCO,400.763
GOA,TIA,946.008
GOT,CDG,1156.16
GPT,ATL,565.974
GRU,FCO,9432.58
GSP,ATL,246.592
GVA,FCO,695.12
GVA,FLR,482.874
GYD,FCO,3144.21
GYD,MXP,3367.86
HAJ,AMS,334.358
HAJ,CDG,631.294
HAM,AMS,379.357
HAM,CDG,727.847
HAN,CDG,9157.52
HAN,FRA,8711.72
HEL,AMS,1521.3
HKG,CDG,9590.06
HOU,ATL,1118.18
HSV,ATL,242.964
HUY,AMS,370.403
IAD,ATL,859.031
IAD,CDG,6197.55
IAH,ATL,1107.56
IAH,CDG,8071.35
IAS,BLQ,1295.86
IAS,FCO,1355.63
IAS,OTP,313.338
IAS,TRN,1548.61
IBZ,MAD,458.245
ICN,MXP,8875.99
ICT,ATL,1255.68
IKA,FCO,3424.49
ILM,ATL,605.885
IND,ATL,696.265
IST,FCO,1373.53
JAN,ATL,546.988
JAX,ATL,434.446
JED,FCO,3362.61
JED,MXP,3833.27
JFK,ATL,1222.09
JFK,CDG,5833.65
JFK,FCO,6865.7
JFK,MEX,3365.34
JFK,MSY,1901.49
JFK,MXP,6412.75
JFK,VCE,6668.24
JFK,YUL,537.169
JFK,YYZ,588.596
JNB,AUH,6298.56
JNB,CDG,8737.52
KBP,FCO,1716.99
KHI,AUH,1264.71
KIV,OTP,342.63
KIX,FCO,9740.59
KRS,AMS,688.311
KRT,AUH,2504.99
KUL,AUH,5588.37
KWI,AUH,850.402
KWI,FCO,3491.35
LAS,ATL,2804.83
LAX,CDG,9102.51
LAX,FCO,10203.1
LBA,AMS,462.464
LCA,ATH,930.218
LCG,MAD,507.673
LCY,FCO,1420.76
LCY,LIN,955.793
LED,FCO,2351.48
LED,MXP,2122.4
LED,VCE,1982.95
LGW,CTA,1938.23
LGW,PMO,1778.46
LHE,AUH,2089.63
LHR,FCO,1443.89
LHR,LIN,980.636
LIM,AMS,10519.9
LIM,CDG,10276
LIN,AHO,541.134
LIN,AMS,831.082
LIN,BCN,741.97
LIN,BDS,882.171
LIN,BRI,771.544
LIN,BRU,702.775
LIN,CAG,688.939
LIN,CDG,644.078
LIN,CIY,1039.45
LIN,CTA,1009.2
LIN,FCO,470.138
LIN,FRA,512.907
LIN,LCY,955.793
LIN,LHR,980.636
LIN,NAP,649.615
LIN,ORY,636.468
LIN,OTP,1322.54
LIN,PMO,867.635
LIN,PRG,637.405
LIN,PSR,516.044
LIN,REG,974.92
LIN,SUF,925.662
LIN,TRS,328.912
LIN,VIE,629.113
LIN,WAW,1133.96
LIS,BLQ,1807.43
LIS,CDG,1469.96
LIS,FCO,1838.74
LIS,MXP,1651.71
LIS,VCE,1915.34
LIT,ATL,727.16
LOS,ACC,400.511
LPA,MAD,1764.68
LUX,FCO,987.271
LUX,MXP,482.503
LYS,AJA,517.43
LYS,CTA,1236.13
LYS,FCO,721.266
LYS,MXP,283.51
LYS,TLS,375.071
MAD,FCO,1329.63
MAD,FUE,1633.83
MAD,IBZ,458.245
MAD,LCG,507.673
MAD,LPA,1764.68
MAD,MEX,9066.89
MAD,PMI,546.207
MAD,TFN,1770.7
MAD,VGO,465.699
MAN,CDG,587.996
MCI,ATL,1113.38
MCO,ATL,650.736
MCT,AUH,380.652
MEL,AUH,11651.7
MEM,ATL,532.793
MEX,ATL,2143.39
MEX,CDG,9198.92
MEX,JFK,3365.34
MEX,MAD,9066.89
MEX,MIA,2050.71
MIA,ATL,959.065
MIA,CDG,7371.47
MIA,FCO,8329.17
MIA,MEX,2050.71
MKE,ATL,1078.35
MLA,FCO,688.599
MLE,AUH,3024.7
MME,AMS,477.658
MPL,CDG,614.162
MPL,FCO,704.306
MRS,AJA,337.763
MRS,BIA,360.343
MRS,CDG,652.819
MRS,CLY,307.803
MRS,FCO,602.204
MRS,FSC,384.066
MRS,MXP,369.566
MRS,VCE,610.37
MSY,ATL,683.572
MSY,JFK,1901.49
MTY,ATL,1745.24
MUC,FCO,729.582
MXP,AUH,4713.71
MXP,BEG,910.679
MXP,BEY,2620.23
MXP,CAI,2616.78
MXP,CTA,1049.07
MXP,FCO,510.776
MXP,GYD,3367.86
MXP,JED,3833.27
MXP,JFK,6412.75
MXP,LED,2122.4
MXP,LIS,1651.71
MXP,LUX,482.503
MXP,LYS,283.51
MXP,MRS,369.566
MXP,NRT,9748.5
MXP,NTE,810.146
MXP,OPO,1484.08
MXP,RIX,1635.95
MXP,RUH,4084.72
MXP,SOF,1213.84
MXP,SVO,2296.68
MXP,TIA,1001.41
MXP,TUN,984.209
MYR,ATL,508.991
NAP,CDG,1289.61
NAP,CTA,386.026
NAP,FCO,199.184
NAP,LIN,649.615
NAP,PMO,318.413
NAP,TRN,721.675
NAP,TRS,553.432
NBO,AMS,6677.44
NBO,AUH,3443.16
NCE,AJA,232.328
NCE,BIA,221.376
NCE,CLY,179.717
NCE,FCO,459.258
NCE,FSC,285.133
NCE,VCE,455.546
NCL,CDG,729.745
NRT,FCO,9906.05
NRT,MXP,9748.5
NRT,VCE,9583.42
NTE,CDG,371.783
NTE,MXP,810.146
NUE,CDG,620.942
NWI,AMS,239.168
OLB,RIX,2061.88
OMA,ATL,1321.05
OMR,OTP,423.69
OPO,FCO,1738.37
OPO,MXP,1484.08
ORD,ATL,976.328
ORD,FCO,7741.6
ORF,ATL,829.707
ORN,FCO,1308.1
ORY,LIN,636.468
OSL,CDG,1348.72
OTP,BAY,398.037
OTP,CLJ,308.745
OTP,FCO,1162.49
OTP,IAS,313.338
OTP,KIV,342.63
OTP,LIN,1322.54
OTP,OMR,423.69
OTP,SUJ,426.609
OTP,TSR,396.612
PBI,ATL,877.998
PEK,AUH,5954.87
PHL,ATL,1071.59
PHX,ATL,2549.08
PIT,ATL,847.978
PMI,BCN,201.967
PMI,MAD,546.207
PMI,VLC,276.307
PMO,AMS,1698.66
PMO,CDG,1470.93
PMO,FCO,409.481
PMO,LGW,1778.46
PMO,LIN,867.635
PMO,NAP,318.413
PMO,SVO,2675.66
PMO,TRN,901.874
PMO,TXL,1599.47
PMO,VCE,817.267
PMO,VRN,823.209
PRG,CDG,852.371
PRG,FCO,936.012
PRG,LIN,637.405
PRG,PSA,771.402
PRG,VCE,530.448
PSA,CTA,795.737
PSA,FCO,258.053
PSA,PRG,771.402
PSA,SVO,2346.97
PSA,TIA,804.161
PSA,TXL,1009.85
PSR,LIN,516.044
PTY,AMS,8813.47
PTY,ATL,2779.94
PUF,CDG,666.574
PUJ,CDG,7078.85
PVG,FCO,9170.23
RDU,ATL,572.248
REG,FCO,506.456
REG,LIN,974.92
REG,TRN,1033.67
RIC,ATL,773.18
RIX,FCO,1878.02
RIX,MXP,1635.95
RIX,OLB,2061.88
RIX,VCE,1501.13
RNS,CDG,332.373
ROC,ATL,1206.67
RSW,ATL,830.262
RUH,FCO,3671.36
RUH,MXP,4084.72
SAN,ATL,3037.68
SAT,ATL,1404.7
SAV,ATL,344.801
SCL,CDG,11672.8
SEA,ATL,3504.98
SEA,CDG,8049.16
SEZ,AUH,3237.96
SFO,ATL,3434.72
SFO,CDG,8962.21
SGN,CDG,10104.9
SGN,FRA,9655.92
SIN,AUH,5885.75
SJU,ATL,2490.94
SKG,FCO,909.03
SKP,FCO,776.582
SLC,ATL,2553.6
SNA,ATL,3081.27
SOF,FCO,924.315
SOF,MXP,1213.84
SRQ,ATL,716.79
STL,ATL,779.005
STR,CDG,489.333
STR,CTA,1334.17
STT,JFK,2618.77
SUF,FCO,467.553
SUF,LIN,925.662
SUF,TRN,995.58
SUF,VCE,800.527
SUJ,OTP,426.609
SVG,AMS,732.384
SVG,CDG,1114.97
SVO,BLQ,2229.57
SVO,CTA,2646.88
SVO,FCO,2399.03
SVO,FRU,2986.62
SVO,MXP,2296.68
SVO,PMO,2675.66
SVO,PSA,2346.97
SVO,TAS,2817.46
SVO,VCE,2094.74
SXB,FCO,831.476
SXM,CDG,6739
SYD,AUH,12061.4
TAS,SVO,2817.46
TBS,FCO,2698.1
TFN,MAD,1770.7
TGD,FCO,581.945
TGM,OTP,247.886
TIA,BLQ,768.227
TIA,BRI,249.238
TIA,FCO,623.32
TIA,GOA,946.008
TIA,MXP,1001.41
TIA,PSA,804.161
TIA,TRN,1062.2
TIA,VCE,748.211
TIA,VRN,838.928
TIP,FCO,1019.2
TLS,CDG,605.509
TLS,FCO,910.732
TLS,LYS,375.071
TLS,VCE,894.321
TLV,FCO,2279.03
TPA,ATL,654.952
TPE,DEL,4372.02
TRD,AMS,1290.68
TRN,AHO,510.687
TRN,BRI,865.199
TRN,CDG,573.003
TRN,CTA,1058.71
TRN,FCO,528.969
TRN,IAS,1548.61
TRN,NAP,721.675
TRN,PMO,901.874
TRN,REG,1033.67
TRN,SUF,995.58
TRN,TIA,1062.2
TRS,FCO,458.593
TRS,LIN,328.912
TRS,NAP,553.432
TSR,OTP,396.612
TUN,FCO,576.847
TUN,MXP,984.209
TUS,ATL,2474.96
TXL,AMS,578.187
TXL,CDG,850.498
TXL,CTA,1683.93
TXL,PMO,1599.47
TXL,PSA,1009.85
TYS,ATL,245.004
VCE,AMS,936.909
VCE,ATH,1275.96
VCE,CDG,835.342
VCE,CPH,1124.67
VCE,CTA,921.842
VCE,FCO,412.08
VCE,JFK,6668.24
VCE,LED,1982.95
VCE,LIS,1915.34
VCE,MRS,610.37
VCE,NCE,455.546
VCE,NRT,9583.42
VCE,PMO,817.267
VCE,PRG,530.448
VCE,RIX,1501.13
VCE,SUF,800.527
VCE,SVO,2094.74
VCE,TIA,748.211
VCE,TLS,894.321
VGO,CDG,1148.55
VGO,MAD,465.699
VIE,CTA,1189.78
VIE,FCO,779.704
VIE,LIN,629.113
VLC,FCO,1102.43
VLC,PMI,276.307
VRN,CDG,746.729
VRN,CTA,947.607
VRN,FCO,414.3
VRN,PMO,823.209
VRN,TIA,838.928
WAW,FCO,1327.05
WAW,LIN,1133.96
YUL,CDG,5523.48
YUL,JFK,537.169
YYZ,CDG,6019.85
YYZ,DTW,343.974
YYZ,FCO,7085.63
ZRH,FCO,694.027
AER,MSQ,1449.43
AMS,MSQ,1556.24
ARN,MSQ,887.717
ASB,MSQ,2900.05
AUH,MSQ,3949.77
BCN,MSQ,2375.04
BEG,BUD,301.386
BEY,MSQ,2306.45
BUD,BEG,301.386
BUD,MSQ,945.702
BUS,MSQ,1694.26
CDG,MSQ,1835.5
DME,MSQ,657.048
EVN,MSQ,1957.91
FCO,MSQ,1779.08
FRA,MSQ,1395.26
GVA,MSQ,1770.49
GYD,MSQ,2217.88
HAJ,MSQ,1229.42
HEL,MSQ,738.899
IKA,MSQ,2724.86
IST,MSQ,1402.88
KBP,MSQ,439.198
KGD,MSQ,494.222
KRR,MSQ,1268.24
KUF,MSQ,1451.93
KUT,MSQ,1681.3
LCA,MSQ,2158.13
LED,MSQ,671.784
LGW,MSQ,1920.52
MSQ,AER,1449.43
MSQ,AMS,1556.24
MSQ,ARN,887.717
MSQ,ASB,2900.05
MSQ,AUH,3949.77
MSQ,BCN,2375.04
MSQ,BEY,2306.45
MSQ,BUD,945.702
MSQ,BUS,1694.26
MSQ,CDG,1835.5
MSQ,DME,657.048
MSQ,EVN,1957.91
MSQ,FCO,1779.08
MSQ,FRA,1395.26
MSQ,GVA,1770.49
MSQ,GYD,2217.88
MSQ,HAJ,1229.42
MSQ,HEL,738.899
MSQ,IKA,2724.86
MSQ,IST,1402.88
MSQ,KBP,439.198
MSQ,KGD,494.222
MSQ,KRR,1268.24
MSQ,KUF,1451.93
MSQ,KUT,1681.3
MSQ,LCA,2158.13
MSQ,LED,671.784
MSQ,LGW,1920.52
MSQ,MXP,1654.33
MSQ,NCE,1890.66
MSQ,PRG,1030.2
MSQ,RIX,424.16
MSQ,SVX,2077.5
MSQ,SXF,980.423
MSQ,TBS,1846.39
MSQ,TLV,2492.37
MSQ,TSE,2913.93
MSQ,VIE,1025.16
MSQ,VNO,196.886
MSQ,WAW,509.256
MXP,MSQ,1654.33
NCE,MSQ,1890.66
PRG,MSQ,1030.2
RIX,MSQ,424.16
SVX,MSQ,2077.5
SXF,MSQ,980.423
TBS,MSQ,1846.39
TLV,MSQ,2492.37
TSE,MSQ,2913.93
VIE,MSQ,1025.16
VNO,MSQ,196.886
WAW,MSQ,509.256
ASV,WIL,154.999
HAH,MBA,926.93
HGA,WJR,971.948
KTL,WIL,328.093
LAU,MYD,141.142
LKG,WIL,672.802
MBA,HAH,926.93
MBA,NBO,422.94
MGQ,WJR,580.203
MRE,WIL,201.063
MYD,WIL,422.315
NBO,MBA,422.94
NBO,MGQ,1002.38
NBO,WJR,488.812
UKA,WIL,450.411
WIL,ASV,154.999
WIL,KTL,328.093
WIL,LAU,467.092
WIL,LKG,672.802
WIL,MRE,201.063
WIL,UKA,450.411
WIL,WJR,498.117
WJR,HGA,971.948
WJR,MGQ,580.203
WJR,NBO,488.812
WJR,WIL,498.117
ABQ,JFK,2931.44
AUA,BOS,3321.98
AUA,JFK,3150.36
AUS,BOS,2729.7
AUS,FLL,1775.67
AUS,JFK,2445.46
AUS,LGB,1969.34
AUS,MCO,1597.01
AUS,SFO,2416.01
AZS,JFK,2407.43
BDA,JFK,1226.74
BDL,FLL,1891.89
BDL,MCO,1692.21
BDL,PBI,1826.01
BDL,SJU,2688.57
BDL,TPA,1790.54
BGI,JFK,3366.29
BOG,FLL,2460.82
BOG,MCO,2744.67
BOS,AUA,3321.98
BOS,AUS,2729.7
BOS,BUF,634.936
BOS,BWI,594.054
BOS,CHS,1317.73
BOS,CLT,1170.68
BOS,CUN,2796.18
BOS,DCA,641.473
BOS,DEN,2815.73
BOS,DFW,2509.27
BOS,DTW,1014.99
BOS,DXB,10702.1
BOS,EWR,322.306
BOS,FLL,1994.3
BOS,HOU,2586.91
BOS,IAD,663.55
BOS,JAX,1626.66
BOS,JFK,300.178
BOS,LAS,3822.67
BOS,LAX,4193.03
BOS,LGB,4178.39
BOS,MCO,1805.97
BOS,MSY,2199.57
BOS,NAS,2015.46
BOS,ORD,1391.08
BOS,PBI,1929.48
BOS,PDX,4072.32
BOS,PHL,450.142
BOS,PHX,3693.78
BOS,PIT,796.562
BOS,PLS,2292.59
BOS,PUJ,2657.82
BOS,RDU,984.509
BOS,RIC,762.318
BOS,RSW,2013.29
BOS,SAN,4155.9
BOS,SAV,1450.38
BOS,SDQ,2664.4
BOS,SEA,4005.51
BOS,SFO,4341.24
BOS,SJC,4316.67
BOS,SJU,2701.98
BOS,STI,2553.11
BOS,STT,2731.8
BOS,SXM,2805.89
BOS,TPA,1908.46
BQN,JFK,2542.97
BQN,MCO,1817.22
BTV,JFK,429.176
BUF,BOS,634.936
BUF,JFK,483.697
BUF,MCO,1630.03
BUR,JFK,3958.41
BWI,BOS,594.054
CHS,BOS,1317.73
CHS,JFK,1025.01
CLT,BOS,1170.68
CLT,JFK,870.529
CTG,JFK,3362.12
CUN,BOS,2796.18
CUN,FLL,884.774
CUN,JFK,2506.34
CUN,MCO,995.613
DCA,BOS,641.473
DCA,FLL,1450.48
DCA,MCO,1224.13
DCA,SJU,2507.49
DCA,TPA,1311.87
DEN,BOS,2815.73
DEN,JFK,2609.78
DFW,BOS,2509.27
DFW,DXB,12919.4
DTW,BOS,1014.99
DXB,BOS,10702.1
DXB,DFW,12919.4
DXB,IAD,11355.3
DXB,IAH,13124.8
DXB,JFK,11001.5
DXB,LAX,13400.1
DXB,MXP,4707.41
DXB,SEA,11927.7
DXB,SFO,13020.1
EWR,BOS,322.306
EWR,FLL,1716.83
EWR,MCO,1510.88
EWR,PBI,1650.38
EWR,RSW,1722
EWR,SJU,2594.4
EWR,STI,2391.1
EWR,TPA,1607.26
FLL,AUS,1775.67
FLL,BDL,1891.89
FLL,BOG,2460.82
FLL,BOS,1994.3
FLL,CUN,884.774
FLL,DCA,1450.48
FLL,EWR,1716.83
FLL,HPN,1769.63
FLL,JFK,1723.29
FLL,KIN,968.859
FLL,LAX,3763.22
FLL,LGA,1734.57
FLL,LIM,4248.65
FLL,MBJ,872.522
FLL,MDE,2269.89
FLL,NAS,292.973
FLL,ORH,1952.71
FLL,PAP,1160.27
FLL,POS,2621.14
FLL,PUJ,1470.77
FLL,PVD,1916.17
FLL,RDU,1097.97
FLL,RIC,1298.94
FLL,SDQ,1372.33
FLL,SFO,4150.83
FLL,SJO,1838.16
FLL,SJU,1683.72
FLL,SWF,1803.38
GCM,JFK,2480.88
HOU,BOS,2586.91
HOU,JFK,2296.09
HPN,FLL,1769.63
HPN,MCO,1565.89
HPN,PBI,1703.37
HPN,RSW,1776.61
HPN,TPA,1662.99
IAD,BOS,663.55
IAD,DXB,11355.3
IAD,JFK,366.32
IAD,LGB,3656.89
IAH,DXB,13124.8
JAX,BOS,1626.66
JAX,JFK,1334.47
JAX,SJU,2073.48
JFK,ABQ,2931.44
JFK,AUA,3150.36
JFK,AUS,2445.46
JFK,AZS,2407.43
JFK,BDA,1226.74
JFK,BGI,3366.29
JFK,BOS,300.178
JFK,BQN,2542.97
JFK,BTV,429.176
JFK,BUF,483.697
JFK,BUR,3958.41
JFK,CHS,1025.01
JFK,CLT,870.529
JFK,CTG,3362.12
JFK,CUN,2506.34
JFK,DEN,2609.78
JFK,DXB,11001.5
JFK,FLL,1723.29
JFK,GCM,2480.88
JFK,HOU,2296.09
JFK,IAD,366.32
JFK,JAX,1334.47
JFK,JNB,12831.3
JFK,KIN,2540.96
JFK,LAS,3609.28
JFK,LAX,3974.2
JFK,LGB,3958.33
JFK,LIR,3535.32
JFK,LRM,2510.74
JFK,MBJ,2492.89
JFK,MCO,1521.39
JFK,MSY,1901.49
JFK,MXP,6412.75
JFK,NAS,1768.13
JFK,OAK,4135.15
JFK,ORD,1187.84
JFK,PAP,2457.04
JFK,PBI,1657.14
JFK,PDX,3938.87
JFK,PHX,3458.12
JFK,PLS,2102.66
JFK,POP,2341.89
JFK,POS,3557.36
JFK,PSE,2609.51
JFK,PUJ,2508.21
JFK,PWM,439.896
JFK,RDU,686.503
JFK,ROC,424.056
JFK,RSW,1731.65
JFK,SAN,3928.04
JFK,SAV,1155.47
JFK,SDQ,2500.67
JFK,SEA,3886.64
JFK,SFO,4151.79
JFK,SJC,4124.78
JFK,SJU,2577.92
JFK,SLC,3193.6
JFK,SMF,4047.32
JFK,SRQ,1678.01
JFK,STI,2380.32
JFK,SXM,2712.24
JFK,SYR,335.603
JFK,TPA,1619.52
JFK,UVF,3241.27
JNB,JFK,12831.3
KIN,FLL,968.859
KIN,JFK,2540.96
LAS,BOS,3822.67
LAS,JFK,3609.28
LAS,LGB,371.509
LAX,BOS,4193.03
LAX,DXB,13400.1
LAX,FLL,3763.22
LAX,JFK,3974.2
LGA,FLL,1734.57
LGA,MCO,1530.96
LGA,PBI,1668.3
LGA,RSW,1741.6
LGA,SRQ,1687.02
LGA,TPA,1628.29
LGB,AUS,1969.34
LGB,BOS,4178.39
LGB,IAD,3656.89
LGB,JFK,3958.33
LGB,LAS,371.509
LGB,OAK,568.352
LGB,PDX,1362.43
LGB,SEA,1555.19
LGB,SFO,569.082
LGB,SLC,947.567
LGB,SMF,623.776
LIM,FLL,4248.65
LIR,JFK,3535.32
LRM,JFK,2510.74
MBJ,FLL,872.522
MBJ,JFK,2492.89
MBJ,MCO,1156.55
MCO,AUS,1597.01
MCO,BDL,1692.21
MCO,BOG,2744.67
MCO,BOS,1805.97
MCO,BQN,1817.22
MCO,BUF,1630.03
MCO,CUN,995.613
MCO,DCA,1224.13
MCO,EWR,1510.88
MCO,HPN,1565.89
MCO,JFK,1521.39
MCO,LGA,1530.96
MCO,MBJ,1156.55
MCO,NAS,536.354
MCO,ORH,1757.86
MCO,PSE,1897.82
MCO,PVD,1728.62
MCO,RIC,1075.31
MCO,SDQ,1624.92
MCO,SJO,2072.16
